注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例
2002,6590,零售业,福建,股份有限公司,自然人,0.73
2000,8740,交通运输业,山东,股份有限公司,企业法人,0.8
2003,4820,商业服务业,山东,股份有限公司,自然人,0.73
2006,5290,社区服务,广东,合伙企业,企业法人,0.54
2000,3510,NA,山东,股份有限公司,企业法人,0.93
NA,8870,社区服务,湖北,集体所有制企业,自然人,0.94
2002,8600,服务业,江西,有限责任公司,自然人,0.73
2001,5110,工业,福建,农民专业合作社,自然人,0.73
2000,5540,零售业,广西,有限责任公司,企业法人,0.76
2009,1550,服务业,山东,NA,自然人,0.97
2000,6330,工业,湖南,股份有限公司,自然人,0.88
2008,9850,工业,福建,集体所有制企业,自然人,0.71
2004,4430,商业服务业,广东,集体所有制企业,企业法人,0.91
2004,9350,社区服务,广西,农民专业合作社,自然人,0.99
2005,2020,交通运输业,山东,股份有限公司,企业法人,0.69
2001,2900,零售业,湖南,集体所有制企业,自然人,0.75
2003,5150,交通运输业,广西,集体所有制企业,企业法人,0.68
2009,8250,服务业,江西,合伙企业,企业法人,0.95
2011,7640,零售业,广东,集体所有制企业,自然人,0.54
2001,7810,社区服务,湖北,合伙企业,自然人,0.52
2012,3080,交通运输业,广西,农民专业合作社,企业法人,0.75
2006,3820,交通运输业,广西,集体所有制企业,自然人,0.82
2009,5350,交通运输业,广东,农民专业合作社,自然人,NA
2003,6740,工业,江西,合伙企业,自然人,0.86
2008,5800,零售业,湖北,股份有限公司,企业法人,0.53
2009,5140,服务业,江西,有限责任公司,企业法人,0.63
2012,9740,工业,湖南,有限责任公司,企业法人,0.72
2008,1300,社区服务,山东,有限责任公司,企业法人,0.88
2011,5460,社区服务,山东,合伙企业,自然人,0.57
2010,780,工业,湖南,农民专业合作社,企业法人,0.64
2006,3840,工业,江西,合伙企业,自然人,0.87
2001,8580,服务业,江西,合伙企业,企业法人,0.85
2011,8410,零售业,江西,集体所有制企业,自然人,0.91
2004,9240,交通运输业,广东,股份有限公司,自然人,0.52
2001,740,工业,山东,农民专业合作社,自然人,0.85
2009,7530,工业,广东,合伙企业,企业法人,NA
2001,2380,交通运输业,广西,农民专业合作社,自然人,0.91
2010,8520,工业,广东,股份有限公司,企业法人,0.97
2005,9820,服务业,山东,农民专业合作社,企业法人,0.68
2005,590,商业服务业,湖南,合伙企业,自然人,0.92
2002,2610,工业,广东,集体所有制企业,自然人,0.54
2000,9000,社区服务,广东,合伙企业,自然人,0.66
2009,3720,交通运输业,江西,集体所有制企业,自然人,0.72
2004,4110,零售业,山东,有限责任公司,自然人,0.88
2013,8900,零售业,广西,合伙企业,自然人,0.54
2011,1560,服务业,山东,股份有限公司,企业法人,0.57
2008,3850,工业,山东,农民专业合作社,自然人,0.84
2003,4940,服务业,江西,集体所有制企业,自然人,0.67
2006,8420,交通运输业,福建,集体所有制企业,企业法人,0.86
2002,7900,工业,广西,农民专业合作社,企业法人,0.6
2001,7950,工业,湖北,集体所有制企业,自然人,0.7
2011,5500,交通运输业,山东,农民专业合作社,自然人,0.59
2014,4490,社区服务,山东,农民专业合作社,自然人,0.72
2012,7800,社区服务,湖北,合伙企业,企业法人,0.65
2000,740,交通运输业,福建,股份有限公司,自然人,0.85
2001,1740,工业,福建,农民专业合作社,自然人,0.63
2002,4480,商业服务业,福建,合伙企业,自然人,0.85
2008,3420,社区服务,福建,股份有限公司,自然人,0.9
2009,4290,交通运输业,福建,合伙企业,自然人,0.51
2005,6770,工业,湖南,农民专业合作社,自然人,0.98
2003,6800,社区服务,湖南,股份有限公司,企业法人,0.57
2014,5470,交通运输业,广西,合伙企业,自然人,0.51
2010,8680,NA,湖南,集体所有制企业,自然人,0.95
2014,550,工业,湖南,有限责任公司,企业法人,0.72
2001,2760,交通运输业,广西,股份有限公司,企业法人,0.52
2008,7790,服务业,江西,NA,自然人,0.73
2009,6050,工业,广西,有限责任公司,企业法人,0.63
2010,3730,工业,广东,农民专业合作社,自然人,0.99
2006,260,工业,湖南,集体所有制企业,企业法人,1
2001,3050,工业,江西,股份有限公司,自然人,0.88
2008,2940,工业,江西,农民专业合作社,企业法人,0.88
2000,4290,社区服务,广东,集体所有制企业,企业法人,0.94
NA,7940,服务业,广西,集体所有制企业,自然人,0.91
2014,8320,交通运输业,江西,集体所有制企业,NA,0.74
NA,6610,交通运输业,湖北,股份有限公司,企业法人,0.84
2008,3130,工业,湖北,合伙企业,自然人,0.75
2010,6900,零售业,福建,合伙企业,自然人,0.58
2002,2470,零售业,福建,集体所有制企业,自然人,0.61
2007,9580,服务业,湖北,农民专业合作社,企业法人,0.78
2008,3890,服务业,山东,有限责任公司,自然人,0.95
2004,3320,工业,福建,股份有限公司,自然人,0.7
2011,3160,商业服务业,广东,有限责任公司,自然人,0.72
2009,2800,交通运输业,广东,农民专业合作社,企业法人,0.76
2006,6850,交通运输业,广东,农民专业合作社,自然人,0.64
2010,1510,商业服务业,湖北,合伙企业,自然人,0.73
2001,6170,社区服务,福建,股份有限公司,自然人,0.97
2010,9400,交通运输业,福建,集体所有制企业,企业法人,0.87
2007,8790,服务业,湖南,股份有限公司,自然人,0.72
2004,4480,商业服务业,广东,农民专业合作社,自然人,0.59
2013,2680,零售业,广东,有限责任公司,企业法人,0.94
2010,8000,服务业,湖北,合伙企业,企业法人,0.83
2003,6110,服务业,山东,NA,自然人,1
2011,530,服务业,湖北,有限责任公司,企业法人,0.52
2010,9250,商业服务业,湖南,股份有限公司,自然人,0.69
2011,2940,交通运输业,湖南,股份有限公司,企业法人,0.83
2005,4410,零售业,湖北,有限责任公司,自然人,0.9
2001,5320,商业服务业,广东,有限责任公司,自然人,0.75
2013,2550,商业服务业,江西,集体所有制企业,企业法人,0.83
2003,760,商业服务业,山东,合伙企业,企业法人,0.73
2005,5900,工业,江西,股份有限公司,自然人,0.72
2014,8010,零售业,江西,集体所有制企业,自然人,0.72
2008,7240,工业,山东,股份有限公司,自然人,0.63
2005,1060,商业服务业,江西,股份有限公司,企业法人,0.67
NA,7510,交通运输业,湖南,农民专业合作社,自然人,0.94
2002,5180,工业,江西,集体所有制企业,自然人,0.99
2014,5250,服务业,湖南,农民专业合作社,自然人,0.8
2003,5160,商业服务业,江西,集体所有制企业,自然人,0.96
2011,7170,工业,NA,股份有限公司,自然人,0.95
2013,4950,社区服务,湖南,合伙企业,企业法人,0.58
2006,920,零售业,福建,农民专业合作社,自然人,0.7
2012,3170,交通运输业,广东,合伙企业,自然人,0.7
2004,2650,社区服务,广东,有限责任公司,自然人,0.94
2014,3790,交通运输业,湖北,集体所有制企业,企业法人,0.87
2008,4580,工业,广西,有限责任公司,企业法人,0.8
2008,4470,社区服务,山东,合伙企业,自然人,0.68
2000,5440,零售业,山东,集体所有制企业,企业法人,0.71
2006,5600,零售业,湖北,合伙企业,自然人,0.95
2009,3170,商业服务业,江西,合伙企业,自然人,0.73
2013,5530,服务业,广西,农民专业合作社,自然人,0.52
2012,6030,交通运输业,广东,合伙企业,企业法人,0.73
2014,8440,零售业,湖南,合伙企业,自然人,0.95
2011,3920,商业服务业,山东,股份有限公司,自然人,0.84
NA,5750,商业服务业,广东,农民专业合作社,企业法人,0.98
2013,9690,零售业,广东,农民专业合作社,自然人,0.73
2000,710,零售业,山东,集体所有制企业,自然人,0.62
2005,6770,交通运输业,福建,股份有限公司,自然人,0.54
2006,8420,零售业,福建,合伙企业,企业法人,0.87
2009,6070,社区服务,湖南,农民专业合作社,企业法人,0.79
2001,9870,商业服务业,山东,股份有限公司,自然人,0.8
2004,1490,零售业,湖南,股份有限公司,企业法人,0.55
2013,1470,商业服务业,湖南,股份有限公司,企业法人,0.51
2008,3180,交通运输业,广东,有限责任公司,自然人,0.94
2013,3260,零售业,广东,股份有限公司,自然人,0.93
2008,6670,服务业,江西,合伙企业,企业法人,0.91
2007,6720,商业服务业,江西,集体所有制企业,自然人,0.53
2001,1010,零售业,山东,集体所有制企业,企业法人,0.9
2002,1180,交通运输业,江西,农民专业合作社,自然人,0.61
2001,2200,商业服务业,湖南,农民专业合作社,企业法人,0.69
2007,4470,交通运输业,湖北,股份有限公司,自然人,0.89
2010,5700,工业,广东,合伙企业,企业法人,0.51
2006,4830,工业,湖北,股份有限公司,自然人,0.59
2006,9680,服务业,湖南,合伙企业,自然人,0.61
2013,810,服务业,湖南,合伙企业,企业法人,0.98
2013,5500,交通运输业,湖北,股份有限公司,企业法人,0.55
2005,7770,商业服务业,福建,合伙企业,自然人,0.57
2007,5760,交通运输业,福建,集体所有制企业,企业法人,0.74
2010,9520,零售业,广东,有限责任公司,企业法人,0.83
2005,8940,工业,江西,集体所有制企业,自然人,0.99
2003,2300,零售业,山东,有限责任公司,企业法人,0.56
2008,4020,NA,山东,集体所有制企业,自然人,0.92
2007,9820,服务业,湖南,集体所有制企业,企业法人,0.8
2014,4580,商业服务业,广西,有限责任公司,企业法人,0.97
2005,8480,零售业,湖南,有限责任公司,企业法人,0.56
2012,6640,交通运输业,湖南,合伙企业,企业法人,0.92
2013,1840,商业服务业,广西,农民专业合作社,自然人,0.67
2009,2340,社区服务,江西,农民专业合作社,企业法人,0.91
2008,3700,交通运输业,山东,股份有限公司,自然人,0.72
2008,9380,工业,福建,有限责任公司,企业法人,0.71
2012,3470,交通运输业,湖南,集体所有制企业,自然人,0.74
2008,4280,社区服务,山东,农民专业合作社,自然人,0.6
2006,8570,工业,广东,合伙企业,企业法人,0.66
2006,4530,服务业,山东,合伙企业,自然人,0.68
2011,8330,社区服务,广西,股份有限公司,自然人,0.6
2002,7880,社区服务,山东,有限责任公司,企业法人,0.56
2013,9560,交通运输业,湖北,合伙企业,企业法人,0.79
2002,190,交通运输业,福建,有限责任公司,自然人,0.97
2013,5510,工业,广东,农民专业合作社,企业法人,0.87
2005,6420,工业,江西,集体所有制企业,企业法人,0.94
2000,900,零售业,山东,股份有限公司,企业法人,0.79
2001,2480,商业服务业,广西,股份有限公司,自然人,0.88
2012,4820,服务业,湖南,农民专业合作社,自然人,0.66
2010,770,服务业,广西,股份有限公司,企业法人,0.99
2000,4920,交通运输业,广西,农民专业合作社,企业法人,0.83
2001,9960,零售业,广东,股份有限公司,自然人,0.97
2008,6710,商业服务业,江西,集体所有制企业,企业法人,0.64
2013,5280,交通运输业,福建,集体所有制企业,企业法人,0.67
2011,7830,社区服务,湖北,合伙企业,自然人,0.62
2008,8190,工业,福建,农民专业合作社,企业法人,0.51
2009,5530,交通运输业,湖北,有限责任公司,自然人,0.78
2003,5260,交通运输业,山东,合伙企业,自然人,0.88
2000,NA,服务业,广西,集体所有制企业,企业法人,0.83
2001,6810,社区服务,广西,合伙企业,企业法人,0.96
2012,9870,商业服务业,湖北,有限责任公司,自然人,0.86
2008,8840,交通运输业,湖南,有限责任公司,自然人,0.58
NA,930,商业服务业,福建,有限责任公司,自然人,0.73
2003,7670,商业服务业,广东,集体所有制企业,自然人,0.57
2007,1890,社区服务,广西,农民专业合作社,自然人,0.94
2012,3520,工业,湖北,集体所有制企业,企业法人,0.67
2003,3640,工业,湖北,有限责任公司,企业法人,0.77
2006,3910,交通运输业,山东,有限责任公司,企业法人,0.75
2014,2230,交通运输业,湖南,股份有限公司,企业法人,0.91
2014,5650,服务业,福建,农民专业合作社,自然人,0.93
2007,5120,服务业,山东,集体所有制企业,自然人,0.91
2001,1330,交通运输业,江西,有限责任公司,企业法人,0.92
2008,5850,工业,广东,农民专业合作社,自然人,0.82
2002,7610,服务业,广西,集体所有制企业,自然人,0.75
2013,2380,零售业,广东,农民专业合作社,企业法人,0.64
2011,7130,零售业,湖北,合伙企业,自然人,0.66
2008,1310,社区服务,湖北,农民专业合作社,企业法人,0.51
2000,1070,服务业,湖北,有限责任公司,企业法人,0.62
2005,2410,零售业,山东,有限责任公司,企业法人,0.6
2014,5970,商业服务业,广东,集体所有制企业,企业法人,0.93
2010,7180,工业,山东,合伙企业,企业法人,0.86
2002,5160,商业服务业,湖南,有限责任公司,企业法人,0.74
2009,1490,零售业,福建,股份有限公司,企业法人,0.83
2014,8670,商业服务业,广西,农民专业合作社,企业法人,0.52
2013,3690,社区服务,广东,有限责任公司,自然人,0.62
2011,4940,社区服务,江西,集体所有制企业,企业法人,0.9
2008,1160,社区服务,广东,合伙企业,自然人,0.83
2005,8610,服务业,广东,有限责任公司,企业法人,0.59
2008,100,零售业,湖北,集体所有制企业,企业法人,0.55
2007,2230,工业,湖南,股份有限公司,自然人,0.68
2004,2250,服务业,山东,农民专业合作社,自然人,0.82
2013,200,社区服务,福建,合伙企业,企业法人,0.7
2004,6480,零售业,江西,集体所有制企业,企业法人,0.51
2004,3710,零售业,广东,集体所有制企业,自然人,0.8
2013,9230,商业服务业,福建,农民专业合作社,企业法人,0.74
2005,3720,零售业,广西,集体所有制企业,企业法人,0.51
2004,2130,工业,湖南,股份有限公司,自然人,0.66
2008,3960,交通运输业,湖北,合伙企业,企业法人,0.84
2011,8590,服务业,福建,股份有限公司,自然人,0.91
2004,9470,交通运输业,湖北,集体所有制企业,企业法人,0.92
2007,5050,社区服务,山东,集体所有制企业,自然人,0.98
2012,1280,社区服务,江西,农民专业合作社,企业法人,0.94
2010,7330,服务业,福建,集体所有制企业,自然人,0.75
2010,3260,工业,广东,有限责任公司,企业法人,0.53
2009,3980,零售业,山东,农民专业合作社,企业法人,0.74
2001,3400,商业服务业,山东,有限责任公司,自然人,0.87
2000,5300,零售业,福建,合伙企业,企业法人,0.76
2014,4500,社区服务,湖南,股份有限公司,企业法人,0.68
2009,9380,工业,湖南,股份有限公司,自然人,0.53
